example_id                                                                 | status | run_time        |
./spec/graphql/types/point_type_spec.rb[1:2]                               | passed | 0.00087 seconds |
./spec/graphql/types/route_option_type_spec.rb[1:1]                        | passed | 0.00057 seconds |
./spec/graphql/types/route_option_type_spec.rb[1:2]                        | passed | 0.00055 seconds |
./spec/graphql/types/route_option_type_spec.rb[1:3]                        | passed | 0.00053 seconds |
./spec/graphql/types/route_option_type_spec.rb[1:4]                        | passed | 0.00063 seconds |
./spec/graphql/types/route_section_naptan_entry_sequence_type_spec.rb[1:1] | passed | 0.00122 seconds |
./spec/graphql/types/route_section_naptan_entry_sequence_type_spec.rb[1:2] | passed | 0.00094 seconds |
./spec/graphql/types/route_section_type_spec.rb[1:1]                       | passed | 0.00053 seconds |
./spec/graphql/types/route_section_type_spec.rb[1:2]                       | passed | 0.0006 seconds  |
./spec/graphql/types/route_section_type_spec.rb[1:3]                       | passed | 0.00052 seconds |
./spec/graphql/types/route_section_type_spec.rb[1:4]                       | passed | 0.00057 seconds |
./spec/graphql/types/route_section_type_spec.rb[1:5]                       | passed | 0.00056 seconds |
./spec/graphql/types/route_section_type_spec.rb[1:6]                       | passed | 0.00063 seconds |
./spec/graphql/types/route_section_type_spec.rb[1:7]                       | passed | 0.0006 seconds  |
./spec/graphql/types/route_section_type_spec.rb[1:8]                       | passed | 0.00055 seconds |
./spec/graphql/types/route_section_type_spec.rb[1:9]                       | passed | 0.00065 seconds |
./spec/graphql/types/route_section_type_spec.rb[1:10]                      | passed | 0.00056 seconds |
./spec/graphql/types/route_section_type_spec.rb[1:11]                      | passed | 0.001 seconds   |
./spec/graphql/types/route_type_spec.rb[1:1]                               | passed | 0.00051 seconds |
./spec/graphql/types/route_type_spec.rb[1:2]                               | passed | 0.00056 seconds |
./spec/graphql/types/route_type_spec.rb[1:3]                               | passed | 0.00064 seconds |
./spec/graphql/types/route_type_spec.rb[1:4]                               | passed | 0.0005 seconds  |
./spec/graphql/types/route_type_spec.rb[1:5]                               | passed | 0.00052 seconds |
./spec/graphql/types/route_type_spec.rb[1:6]                               | passed | 0.00053 seconds |
./spec/graphql/types/route_type_spec.rb[1:7]                               | passed | 0.00053 seconds |
./spec/graphql/types/route_type_spec.rb[1:8]                               | passed | 0.00052 seconds |
./spec/graphql/types/route_type_spec.rb[1:9]                               | passed | 0.00058 seconds |
./spec/graphql/types/search_criteria_type_spec.rb[1:1]                     | passed | 0.00055 seconds |
./spec/graphql/types/search_criteria_type_spec.rb[1:2]                     | passed | 0.00076 seconds |
./spec/graphql/types/search_criteria_type_spec.rb[1:3]                     | passed | 0.00065 seconds |
./spec/graphql/types/sky_direction_description_type_spec.rb[1:1]           | passed | 0.00167 seconds |
./spec/graphql/types/sky_direction_description_type_spec.rb[1:2]           | passed | 0.00159 seconds |
./spec/graphql/types/sky_direction_description_type_spec.rb[1:3]           | passed | 0.00056 seconds |
./spec/graphql/types/sky_direction_description_type_spec.rb[1:4]           | passed | 0.00053 seconds |
./spec/graphql/types/sky_direction_description_type_spec.rb[1:5]           | passed | 0.00067 seconds |
./spec/graphql/types/sky_direction_description_type_spec.rb[1:6]           | passed | 0.00069 seconds |
./spec/graphql/types/sky_direction_description_type_spec.rb[1:7]           | passed | 0.00065 seconds |
./spec/graphql/types/sky_direction_description_type_spec.rb[1:8]           | passed | 0.00052 seconds |
./spec/graphql/types/sky_direction_description_type_spec.rb[1:9]           | passed | 0.00055 seconds |
./spec/graphql/types/status_type_spec.rb[1:1]                              | passed | 0.00049 seconds |
./spec/graphql/types/status_type_spec.rb[1:2]                              | passed | 0.00049 seconds |
./spec/graphql/types/status_type_spec.rb[1:3]                              | passed | 0.00046 seconds |
./spec/graphql/types/status_type_spec.rb[1:4]                              | passed | 0.00051 seconds |
./spec/graphql/types/status_type_spec.rb[1:5]                              | passed | 0.00049 seconds |
./spec/graphql/types/status_type_spec.rb[1:6]                              | passed | 0.00046 seconds |
./spec/graphql/types/status_type_spec.rb[1:7]                              | passed | 0.00053 seconds |
./spec/graphql/types/status_type_spec.rb[1:8]                              | passed | 0.00059 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:1]                          | passed | 0.00103 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:2]                          | passed | 0.00074 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:3]                          | passed | 0.00149 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:4]                          | passed | 0.00094 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:5]                          | passed | 0.00061 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:6]                          | passed | 0.00076 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:7]                          | passed | 0.00375 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:8]                          | passed | 0.00072 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:9]                          | passed | 0.00078 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:10]                         | passed | 0.00096 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:11]                         | passed | 0.00062 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:12]                         | passed | 0.001 seconds   |
./spec/graphql/types/stop_point_type_spec.rb[1:13]                         | passed | 0.00126 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:14]                         | passed | 0.00064 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:15]                         | passed | 0.00098 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:16]                         | passed | 0.00057 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:17]                         | passed | 0.00066 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:18]                         | passed | 0.00078 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:19]                         | passed | 0.0006 seconds  |
./spec/graphql/types/stop_point_type_spec.rb[1:20]                         | passed | 0.00067 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:21]                         | passed | 0.00081 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:22]                         | passed | 0.00054 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:23]                         | passed | 0.00067 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:24]                         | passed | 0.00058 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:25]                         | passed | 0.0021 seconds  |
./spec/graphql/types/stop_point_type_spec.rb[1:26]                         | passed | 0.00075 seconds |
./spec/graphql/types/stop_point_type_spec.rb[1:27]                         | passed | 0.0006 seconds  |
./spec/graphql/types/tfl/entities/additional_properties_type_spec.rb[1:1]  | passed | 0.0006 seconds  |
